idx,drug_name,drug_text
367,Perindopril,"Perindopril is a nonsulfhydryl prodrug that belongs to the angiotensin-converting enzyme (ACE) inhibitor class of medications. It is rapidly metabolized in the liver to perindoprilat, its active metabolite, following oral administration. Perindoprilat is a potent, competitive inhibitor of ACE, the enzyme responsible for the conversion of angiotensin I (ATI) to angiotensin II (ATII). ATII regulates blood pressure and is a key component of the renin-angiotensin-aldosterone system (RAAS). Perindopril may be used to treat mild to moderate essential hypertension, mild to moderate congestive heart failure, and to reduce the cardiovascular risk of individuals with hypertension or post-myocardial infarction and stable coronary disease. There are two isoforms of ACE: the somatic isoform, which exists as a glycoprotein comprised of a single polypeptide chain of 1277; and the testicular isoform, which has a lower molecular mass and is thought to play a role in sperm maturation and binding of sperm to the oviduct epithelium. Somatic ACE has two functionally active domains, N and C, which arise from tandem gene duplication. Although "
368,Nimodipine,"Nimodipine is a 1,4-dihydropyridine calcium channel blocker. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, nimodipine prevents calcium-dependent smooth muscle contraction and subsequent vasoconstriction. Compared to other calcium channel blocking agents, nimodipine exhibits greater effects on cerebral circulation than on peripheral circulation. Nimodipine is used to as an adjunct to improve the neurologic outcome following subarachnoid hemorrhage from ruptured intracranial aneurysm. Although the precise mechanism of action is not known, nimodipine blocks intracellular influx of calcium through voltage-dependent and receptor-operated slow calcium channels across the membranes of myocardial, vascular smooth muscle, and neuronal cells. By specifically binding to L-type voltage-gated calcium channels, nimodipine inhibits the calcium ion transfer, resulting in the inhibition of va"
369,Alpha-Difluoromethylornithine,Alpha-Difluoromethylornithine
370,Fenoprofen,"An anti-inflammatory analgesic and antipyretic highly bound to plasma proteins. It is pharmacologically similar to aspirin, but causes less gastrointestinal bleeding. Fenoprofen's exact mode of action is unknown, but it is thought that prostaglandin synthetase inhibition is involved. Fenoprofen has been shown to inhibit prostaglandin synthetase isolated from bovine seminal vesicles."
371,Sevelamer,"Sevelamer is a phosphate binding drug used to prevent hyperphosphataemia in patients with chronic renal failure. It is marketed by Genzyme under the trade name Renagel. Sevelamer prevents hyperphosphatemia by binding to dietary phosphate in the gut, preventing its absorption and thus decreasing serum parathyroid hormone levels."
372,Tinidazole,"A nitroimidazole antitrichomonal agent effective against _Trichomonas vaginalis_, _Entamoeba histolytica_, and _Giardia lamblia_ infections. Tinidazole is a prodrug and antiprotozoal agent. The nitro group of tinidazole is reduced in <i>Trichomonas</i> by a ferredoxin-mediated electron transport system. The free nitro radical generated as a result of this reduction is believed to be responsible for the antiprotozoal activity. It is suggested that the toxic free radicals covalently bind to DNA, causing DNA damage and leading to cell dea"
373,Phentolamine,"Phentolamine is a reversible, non-selective alpha-adrenergic blocker that induces vasodilation. While initially introduced to the market for the treatment of hypertension, this clinical use was halted due to cardiovascular and gastrointestinal adverse effects with the prolonged use of large oral doses of phentolamine.[A261781, A261786] It has several therapeutic uses, including the treatment of hypertensive episodes, prevention of norepinephrine-induced extravasation, diagnosis of pheochromocytoma, reversal of soft-tissue anesthesia, and treatment of pharmacologically-induced mydriasis.[L48420, L48415, L48390] Phentolamine is administered intravenously, intramuscularly, submucosally, and topically. Phentolamine is a reversible, competitive antagonist at alpha-1 and alpha-2 adrenergic receptors.[A261766, L48390] It causes vasodilation of vascular smooth muscles.[L48415] Pupil dilation is primarily controlled by the radial iris dilator muscles surrounding the pupil, which are activated by the alpha-1 adrenergic receptors. Phentolamine reversibly binds to these receptors and reduces pupil diame"
374,Ibutilide,"Ibutilide is a Class III antiarrhythmic agent available in intravenous formulations. It is indicated for the conversion of acute atrial flutter and recent onset atrial fibrillation to normal sinus rhythm (NSR). Ibutilide is a 'pure' class III antiarrhythmic drug, used intravenously against atrial flutter and fibrillation. At a cellular level it exerts two main actions: induction of a persistent Na+ current sensitive to dihydropyridine Ca<sup>2+</sup> channel blockers and potent inhibition of the cardiac rapid delayed rectifier K<sup>+</sup> current, by binding within potassium channel pores. In other wor"
375,Rofecoxib,"Rofecoxib is used for the treatment of osteoarthritis, rheumatoid arthritis, acute pain in adults, and primary dysmenorrhea, as well as acute treatment of migraine attacks with or without auras. Rofecoxib is a solid. This compound belongs to the stilbenes. These are organic compounds containing a 1,2-diphenylethylene moiety. Stilbenes (C6-C2-C6 ) are derived from the common phenylpropene (C6-C3) skeleton building block. The introduction of one or more hydroxyl groups to a phenyl ring lead to stilbenoids. Rofecoxib has a half-life of 17 hours and its mean oral bioavailability at therapeutically recommended doses of 125, 25, and 50 mg is approximately 93%. The proteins that rofecoxib target include elastin and prostaglandin G/H synthase 2. Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome The anti-inflammatory, analgesic, and antipyretic effects of NSAIDs appear to result from the inhibition of prostaglandin synthesis. Although the exact mechanism of action has not been determined, these effects appear to be mediated through the inhibition of the COX-2 isoenzyme at the sites of inflammation with subsequent reduction in the synthesis of certain prostaglandins from their arachidonic "
376,Vardenafil,"Vardenafil is a selective inhibitor of cyclic guanosine monophosphate (cGMP)-specific phosphodiesterase type 5 (PDE5) and an oral therapy for the treatment of erectile dysfunction.[L45563,L45568] During sexual stimulation, nitric oxide (NO) is released from nerve endings and endothelial cells in the corpus cavernosum, activating the enzyme guanylate cyclase and increasing the synthesis of cGMP in the smooth muscle cells of the corpus cavernosum. PDE5 inhibitors, such as vardenafil, inhibit the degradation of cGMP and allow increased blood flow into the penis, resulting in an erection.[A258303,L45563,L45568]. Compared to [sildenafil] and [tadalafil], vardenafil is a more potent inhibitor of PDE5; however, its selectivity for other PDE isoforms is lower than the one detected for tadalafil.[A Vardenafil inhibits cyclic guanosine monophosphate (GMP) specific phosphodiesterase type 5 (PDE5), which is responsible for the degradation of cyclic GMP in the corpus cavernosum located around the penis. Penile erection during sexual stimulation is caused by increased penile blood flow resulting from the relaxation of penile arteries and corpus cavernosal smooth muscle. This response is mediated "
377,Nitroglycerin,"Nitroglycerin, also known as glyceryl trinitrate,[A180169] is an organic nitrate and a vasodilating agent [L38369] that was first discovered in 1847.[A249965] Originally used to dynamite, its antianginal effects were identified in the late 1860s after it produced headaches in factory workers while workers with angina pectoris or heart failure experienced relief from chest pain.[A180166,A180172] Its use as a treatment for angina dates back to 1879 and is still used to treat and prevent angina.[A249970] Nitroglycerin causes vasodilation in both arteries and veins.[A180172]

Nitroglycerin is used in a variety of different conditions, including angina pectoris due to coronary artery disease,[L7102,L7141,L38369,L42320] peri-operative hypertension, congestive heart failure,[L7099] and chronic  Nitroglycerin is converted by mitochondrial aldehyde dehydrogenase in smooth muscle cells to nitric oxide (NO), a potent vasodilator. NO activates the enzyme guanylate cyclase, which converts guanosine triphosphate (GTP) to cyclic guanosine 3',5'-monophosphate (cGMP) in vascular smooth muscle and other tissues.[A180166,A180169,A249970] cGMP is an endogenous vasodilator of vascular smooth muscle:[A"
